Emp-ID,Age,Attrition,BusinessTravel,Department,DistanceFromHome (km),Education Level ,Gender,JobInvolvement,JobInvolvement  Level,JobPosition,JobPosition Level,JobRole,JobSatisfaction,JobSatisfaction Level, MonthlyIncome ,OverTime,PerformanceRating,PerformanceRating Level,TrainingTimesLastYear,TraningLevel,WorkLifeBalance,WorkLifeBalance Level,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Date Of Joining,Exit Date,,,,,,,,,,,,,,,,,,,,,,,
Emp-317,49,No,Travel Rarely,Research & Development,1,Phd holder,Female,2,Moderate,4,Senior Level,Healthcare Representative,3,High," ₹ 1,39,640 ",Yes,3,Meets Expectation,2,Regular Training,3,Good,7,1,0,25-03-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-318,52,Yes,Travel Rarely,Research & Development,8,Post Graduate,Male,2,Moderate,2,Junior Level,Research Scientist,2,Moderate," ₹ 49,410 ",No,2,Needs Improvement,3,Regular Training,2,Poor,8,2,7,10-03-2016,14-01-2020,,,,,,,,,,,,,,,,,,,,,,,
Emp-319,27,No,Travel Rarely,Research & Development,5,Phd holder,Female,3,High,1,Entry Level,Research Scientist,2,Moderate," ₹ 24,780 ",Yes,3,Meets Expectation,2,Regular Training,2,Poor,4,3,1,17-12-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-320,32,No,Travel Rarely,Sales,8,Post Graduate,Female,2,Moderate,2,Junior Level,Sales Executive,2,Moderate," ₹ 52,280 ",Yes,3,Meets Expectation,2,Regular Training,3,Good,13,12,11,09-08-2011,,,,,,,,,,,,,,,,,,,,,,,,
Emp-321,27,No,Travel Rarely,Sales,2,Post Graduate,Male,3,High,2,Junior Level,Sales Executive,3,High," ₹ 44,780 ",Yes,3,Meets Expectation,3,Regular Training,3,Good,5,4,0,18-02-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-322,31,No,Travel Rarely,Sales,7,Post Graduate,Male,3,High,2,Junior Level,Sales Executive,4,Very High," ₹ 75,470 ",No,3,Meets Expectation,3,Regular Training,3,Good,7,7,1,19-12-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-323,32,No,Travel Rarely,Research & Development,2,Post Graduate,Female,4,Very High,2,Junior Level,Research Scientist,4,Very High," ₹ 50,550 ",No,4,Exceeds Expectation,0,Basic Training,2,Poor,7,7,0,02-01-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-324,28,Yes,Travel Rarely,Research & Development,2,Phd holder,Male,1,Low,1,Entry Level,Research Scientist,4,Very High," ₹ 34,640 ",Yes,2,Needs Improvement,4,Advanced Training,2,Poor,3,2,2,13-06-2021,18-08-2022,,,,,,,,,,,,,,,,,,,,,,,
Emp-325,30,No,Travel Rarely,Research & Development,28,Post Graduate,Female,3,High,2,Junior Level,Research Scientist,4,Very High," ₹ 57,750 ",No,3,Meets Expectation,2,Regular Training,3,Good,10,8,1,06-04-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-326,31,No,Travel Frequently,Research & Development,7,Post Graduate,Female,2,Moderate,3,Mid Level,Manufacturing Director,3,High," ₹ 89,430 ",No,2,Needs Improvement,2,Regular Training,3,Good,10,9,8,14-05-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-327,39,No,Travel Frequently,Research & Development,7,Post Graduate,Male,2,Moderate,5,Leadership,Manager,4,Very High," ₹ 1,92,720 ",No,2,Needs Improvement,2,Regular Training,3,Good,21,9,13,25-02-2003,,,,,,,,,,,,,,,,,,,,,,,,
Emp-328,39,Yes,Travel Rarely,Sales,3,Post Graduate,Female,3,High,2,Junior Level,Sales Executive,3,High," ₹ 52,380 ",Yes,4,Exceeds Expectation,3,Regular Training,2,Poor,1,0,0,25-04-2023,13-12-2023,,,,,,,,,,,,,,,,,,,,,,,
Emp-329,33,No,Travel Frequently,Sales,10,Post Graduate,Male,2,Moderate,2,Junior Level,Sales Executive,4,Very High," ₹ 46,820 ",No,2,Needs Improvement,6,Advanced Training,2,Poor,7,7,0,02-09-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-330,47,No,Travel Rarely,Research & Development,5,Post Graduate,Male,3,High,5,Leadership,Research Director,3,High," ₹ 1,83,000 ",No,4,Exceeds Expectation,2,Regular Training,3,Good,3,2,1,19-07-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-331,43,No,Travel Frequently,Research & Development,10,Post Graduate,Female,2,Moderate,2,Junior Level,Laboratory Technician,3,High," ₹ 52,570 ",No,2,Needs Improvement,3,Regular Training,4,Better,9,7,0,16-03-2015,,,,,,,,,,,,,,,,,,,,,,,,
Emp-332,27,No,Non Travel,Sales,1,Post Graduate,Male,3,High,2,Junior Level,Sales Executive,2,Moderate," ₹ 63,490 ",Yes,3,Meets Expectation,0,Basic Training,3,Good,5,4,1,08-01-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-333,54,No,Travel Frequently,Research & Development,20,Post Graduate,Female,3,High,2,Junior Level,Research Scientist,3,High," ₹ 48,690 ",No,3,Meets Expectation,4,Advanced Training,2,Poor,4,3,0,11-03-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-334,43,No,Travel Rarely,Research & Development,7,Post Graduate,Female,3,High,3,Mid Level,Healthcare Representative,1,Low," ₹ 99,850 ",No,4,Exceeds Expectation,1,Basic Training,2,Poor,1,0,0,13-03-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-335,45,No,Travel Rarely,Research & Development,8,Phd holder,Male,3,High,2,Junior Level,Research Scientist,4,Very High," ₹ 36,970 ",No,3,Meets Expectation,3,Regular Training,3,Good,10,9,9,20-11-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-336,40,No,Travel Rarely,Sales,1,Post Graduate,Male,1,Low,2,Junior Level,Sales Executive,4,Very High," ₹ 74,570 ",Yes,1,Unacceptable/PIP,2,Regular Training,2,Poor,4,3,0,02-01-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-337,29,Yes,Travel Rarely,Research & Development,8,Post Graduate,Male,1,Low,1,Entry Level,Laboratory Technician,1,Low," ₹ 21,190 ",Yes,1,Unacceptable/PIP,4,Advanced Training,2,Poor,7,7,0,25-05-2017,14-06-2023,,,,,,,,,,,,,,,,,,,,,,,
Emp-338,29,No,Travel Rarely,Research & Development,9,Phd holder,Male,2,Moderate,1,Entry Level,Laboratory Technician,4,Very High," ₹ 39,830 ",No,3,Meets Expectation,2,Regular Training,3,Good,3,2,2,03-05-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-339,30,No,Travel Rarely,Sales,5,Post Graduate,Female,2,Moderate,2,Junior Level,Sales Executive,3,High," ₹ 61,180 ",No,2,Needs Improvement,2,Regular Training,3,Good,10,9,1,05-12-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-340,27,No,Travel Rarely,Sales,8,Phd holder,Female,3,High,2,Junior Level,Sales Executive,2,Moderate," ₹ 62,140 ",No,4,Exceeds Expectation,3,Regular Training,3,Good,8,7,0,03-08-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-341,37,No,Travel Rarely,Research & Development,5,Post Graduate,Male,3,High,2,Junior Level,Manufacturing Director,4,Very High," ₹ 63,470 ",No,3,Meets Expectation,2,Regular Training,2,Poor,6,2,0,22-03-2018,,,,,,,,,,,,,,,,,,,,,,,,
Emp-342,38,No,Travel Rarely,Research & Development,15,Post Graduate,Male,2,Moderate,3,Mid Level,Research Director,4,Very High," ₹ 1,15,100 ",Yes,2,Needs Improvement,3,Regular Training,3,Good,11,10,2,14-12-2013,,,,,,,,,,,,,,,,,,,,,,,,
Emp-343,31,No,Travel Rarely,Research & Development,7,Post Graduate,Female,3,High,3,Mid Level,Manufacturing Director,4,Very High," ₹ 71,430 ",Yes,4,Exceeds Expectation,2,Regular Training,2,Poor,11,9,4,03-02-2013,,,,,,,,,,,,,,,,,,,,,,,,
Emp-344,29,No,Travel Rarely,Sales,10,Post Graduate,Female,2,Moderate,2,Junior Level,Sales Executive,2,Moderate," ₹ 82,680 ",Yes,2,Needs Improvement,2,Regular Training,3,Good,7,7,1,15-02-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-345,35,No,Travel Rarely,Research & Development,5,Phd holder,Male,3,High,3,Mid Level,Manufacturing Director,2,Moderate," ₹ 80,950 ",No,4,Exceeds Expectation,5,Advanced Training,3,Good,16,6,0,15-06-2008,,,,,,,,,,,,,,,,,,,,,,,,
Emp-346,23,No,Travel Rarely,Research & Development,26,Graduate,Male,3,High,1,Entry Level,Research Scientist,4,Very High," ₹ 29,040 ",No,3,Meets Expectation,2,Regular Training,2,Poor,4,2,0,18-09-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-347,41,No,Travel Rarely,Research & Development,6,Post Graduate,Male,2,Moderate,2,Junior Level,Manufacturing Director,2,Moderate," ₹ 60,320 ",Yes,3,Meets Expectation,3,Regular Training,3,Good,5,4,1,23-01-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-348,47,No,Travel Frequently,Sales,4,Post Graduate,Male,3,High,2,Junior Level,Sales Representative,3,High," ₹ 29,760 ",No,3,Meets Expectation,3,Regular Training,3,Good,0,0,0,04-03-2024,,,,,,,,,,,,,,,,,,,,,,,,
Emp-349,42,No,Travel Rarely,Research & Development,23,Phd holder,Female,3,High,4,Senior Level,Research Director,4,Very High," ₹ 1,59,920 ",No,3,Meets Expectation,2,Regular Training,3,Good,1,0,0,24-06-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-350,29,No,Non Travel,Sales,2,Post Graduate,Male,3,High,2,Junior Level,Sales Executive,3,High," ₹ 46,490 ",No,3,Meets Expectation,3,Regular Training,2,Poor,4,3,0,24-01-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-351,42,No,Travel Rarely,Human Resources,2,Post Graduate,Male,3,High,1,Entry Level,Human Resources,3,High," ₹ 26,960 ",Yes,4,Exceeds Expectation,5,Advanced Training,3,Good,3,2,1,14-12-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-352,32,No,Travel Rarely,Research & Development,2,Post Graduate,Female,3,High,1,Entry Level,Laboratory Technician,2,Moderate," ₹ 23,700 ",No,4,Exceeds Expectation,4,Advanced Training,3,Good,8,0,0,18-04-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-353,48,No,Travel Rarely,Sales,29,Post Graduate,Female,3,High,3,Mid Level,Manager,3,High," ₹ 1,25,040 ",No,3,Meets Expectation,3,Regular Training,1,Very Poor,0,0,0,21-10-2024,,,,,,,,,,,,,,,,,,,,,,,,
Emp-354,37,No,Travel Rarely,Research & Development,6,Post Graduate,Male,4,Very High,2,Junior Level,Research Scientist,1,Low," ₹ 59,740 ",Yes,2,Needs Improvement,2,Regular Training,3,Good,7,7,6,16-01-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-355,30,No,Non Travel,Sales,25,Post Graduate,Female,3,High,2,Junior Level,Sales Executive,3,High," ₹ 47,360 ",Yes,4,Exceeds Expectation,2,Regular Training,4,Better,2,2,2,09-10-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-356,26,No,Travel Rarely,Sales,1,Post Graduate,Male,3,High,2,Junior Level,Sales Executive,3,High," ₹ 52,960 ",No,3,Meets Expectation,3,Regular Training,3,Good,8,7,7,15-05-2016,,,,,,,,,,,,,,,,,,,,,,,,
Emp-357,42,No,Travel Rarely,Research & Development,2,Post Graduate,Male,2,Moderate,2,Junior Level,Healthcare Representative,4,Very High," ₹ 67,810 ",No,3,Meets Expectation,6,Advanced Training,3,Good,1,0,0,04-07-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-358,21,Yes,Travel Frequently,Sales,1,Graduate,Female,2,Moderate,1,Entry Level,Sales Representative,2,Moderate," ₹ 21,740 ",Yes,2,Needs Improvement,3,Regular Training,3,Good,3,2,1,13-06-2021,26-03-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-359,36,No,Non Travel,Sales,1,Post Graduate,Female,3,High,2,Junior Level,Sales Executive,4,Very High," ₹ 66,530 ",No,3,Meets Expectation,6,Advanced Training,3,Good,1,0,0,04-11-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-360,36,No,Travel Frequently,Sales,3,Post Graduate,Male,2,Moderate,3,Mid Level,Sales Executive,4,Very High," ₹ 96,990 ",No,3,Meets Expectation,2,Regular Training,3,Good,13,9,1,06-03-2011,,,,,,,,,,,,,,,,,,,,,,,,
Emp-361,57,No,Travel Rarely,Research & Development,1,Post Graduate,Male,3,High,2,Junior Level,Healthcare Representative,3,High," ₹ 67,550 ",No,3,Meets Expectation,2,Regular Training,3,Good,3,2,1,23-03-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-362,40,No,Travel Rarely,Research & Development,10,Post Graduate,Female,4,Very High,1,Entry Level,Laboratory Technician,3,High," ₹ 22,130 ",Yes,5,Pure Talent,3,Regular Training,3,Good,7,7,1,04-12-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-363,21,No,Non Travel,Sales,9,Graduate,Male,3,High,1,Entry Level,Sales Representative,4,Very High," ₹ 26,100 ",No,3,Meets Expectation,3,Regular Training,2,Poor,3,2,2,05-05-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-364,33,Yes,Travel Rarely,Sales,5,Post Graduate,Female,3,High,1,Entry Level,Sales Representative,3,High," ₹ 28,510 ",Yes,3,Meets Expectation,2,Regular Training,3,Good,1,0,0,19-01-2023,15-09-2023,,,,,,,,,,,,,,,,,,,,,,,
Emp-365,37,No,Travel Rarely,Research & Development,10,Post Graduate,Female,3,High,1,Entry Level,Laboratory Technician,1,Low," ₹ 34,520 ",No,3,Meets Expectation,3,Regular Training,3,Good,5,4,0,02-07-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-366,46,No,Non Travel,Research & Development,7,Post Graduate,Female,3,High,2,Junior Level,Manufacturing Director,3,High," ₹ 52,580 ",No,3,Meets Expectation,2,Regular Training,4,Better,1,0,0,09-11-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-367,41,Yes,Travel Frequently,Sales,4,Post Graduate,Male,3,High,2,Junior Level,Sales Executive,2,Moderate," ₹ 93,550 ",No,2,Needs Improvement,5,Advanced Training,3,Good,8,7,7,17-07-2016,29-08-2020,,,,,,,,,,,,,,,,,,,,,,,
Emp-368,50,No,Travel Rarely,Research & Development,10,Post Graduate,Male,2,Moderate,3,Mid Level,Healthcare Representative,4,Very High," ₹ 1,04,960 ",No,2,Needs Improvement,2,Regular Training,3,Good,4,3,1,04-02-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-369,40,Yes,Travel Rarely,Sales,22,Phd holder,Male,2,Moderate,2,Junior Level,Sales Executive,3,High," ₹ 63,800 ",Yes,2,Needs Improvement,6,Advanced Training,3,Good,6,4,1,02-04-2018,27-06-2023,,,,,,,,,,,,,,,,,,,,,,,
Emp-370,31,No,Travel Rarely,Research & Development,9,Post Graduate,Male,2,Moderate,1,Entry Level,Research Scientist,2,Moderate," ₹ 26,570 ",Yes,3,Meets Expectation,5,Advanced Training,3,Good,2,2,2,22-04-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-371,21,Yes,Travel Rarely,Sales,12,Graduate,Female,4,Very High,1,Entry Level,Sales Representative,2,Moderate," ₹ 27,160 ",No,5,Pure Talent,0,Basic Training,3,Good,1,0,0,13-07-2023,14-01-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-372,29,No,Travel Rarely,Research & Development,23,Phd holder,Male,3,High,1,Entry Level,Research Scientist,4,Very High," ₹ 22,010 ",No,4,Exceeds Expectation,4,Advanced Training,3,Good,3,2,1,24-01-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-373,35,No,Travel Rarely,Research & Development,9,Post Graduate,Male,2,Moderate,2,Junior Level,Healthcare Representative,2,Moderate," ₹ 65,400 ",No,2,Needs Improvement,5,Advanced Training,3,Good,1,1,0,01-04-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-374,27,No,Travel Rarely,Research & Development,1,Post Graduate,Male,3,High,1,Entry Level,Laboratory Technician,2,Moderate," ₹ 38,160 ",No,4,Exceeds Expectation,2,Regular Training,3,Good,5,2,0,18-02-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-375,28,No,Travel Rarely,Sales,9,Phd holder,Male,3,High,2,Junior Level,Sales Executive,4,Very High," ₹ 52,530 ",No,3,Meets Expectation,1,Basic Training,3,Good,7,5,0,24-12-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-376,49,No,Travel Rarely,Research & Development,7,Post Graduate,Male,2,Moderate,3,Mid Level,Healthcare Representative,3,High," ₹ 1,09,650 ",No,2,Needs Improvement,2,Regular Training,3,Good,5,2,0,21-06-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-377,51,No,Travel Rarely,Sales,14,Post Graduate,Female,3,High,2,Junior Level,Sales Executive,4,Very High," ₹ 49,360 ",No,3,Meets Expectation,2,Regular Training,2,Poor,7,7,0,12-02-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-378,36,No,Travel Rarely,Research & Development,2,Post Graduate,Female,3,High,1,Entry Level,Research Scientist,3,High," ₹ 25,430 ",No,3,Meets Expectation,3,Regular Training,3,Good,2,2,2,02-05-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-379,34,Yes,Non Travel,Sales,19,Post Graduate,Male,4,Very High,2,Junior Level,Sales Executive,4,Very High," ₹ 53,040 ",Yes,4,Exceeds Expectation,3,Regular Training,2,Poor,5,2,0,23-04-2019,06-03-2023,,,,,,,,,,,,,,,,,,,,,,,
Emp-380,55,No,Travel Rarely,Research & Development,2,Post Graduate,Female,3,High,4,Senior Level,Manager,4,Very High," ₹ 1,66,590 ",Yes,4,Exceeds Expectation,2,Regular Training,3,Good,5,4,1,22-09-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-381,24,No,Travel Rarely,Sales,10,Post Graduate,Female,3,High,2,Junior Level,Sales Executive,3,High," ₹ 42,600 ",Yes,4,Exceeds Expectation,2,Regular Training,4,Better,5,2,0,09-01-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-382,30,No,Travel Rarely,Sales,2,Post Graduate,Male,3,High,1,Entry Level,Sales Representative,2,Moderate," ₹ 24,760 ",No,3,Meets Expectation,3,Regular Training,3,Good,1,0,0,06-11-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-383,26,Yes,Travel Frequently,Research & Development,3,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,1,Low," ₹ 31,020 ",No,3,Meets Expectation,2,Regular Training,3,Good,6,4,0,22-12-2018,04-11-2019,,,,,,,,,,,,,,,,,,,,,,,
Emp-384,22,No,Travel Rarely,Research & Development,11,Graduate,Female,3,High,1,Entry Level,Research Scientist,2,Moderate," ₹ 22,440 ",No,4,Exceeds Expectation,1,Basic Training,3,Good,2,1,1,08-04-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-385,36,No,Travel Rarely,Sales,2,Post Graduate,Male,2,Moderate,3,Mid Level,Sales Executive,3,High," ₹ 75,960 ",No,3,Meets Expectation,2,Regular Training,3,Good,10,9,9,16-04-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-386,30,Yes,Travel Frequently,Research & Development,4,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,4,Very High," ₹ 22,850 ",Yes,4,Exceeds Expectation,4,Advanced Training,3,Good,1,0,0,23-08-2023,22-05-2024,,,,,,,,,,,,,,,,,,,,,,,
Emp-387,37,No,Travel Rarely,Research & Development,14,Post Graduate,Female,3,High,1,Entry Level,Laboratory Technician,1,Low," ₹ 30,340 ",No,3,Meets Expectation,2,Regular Training,2,Poor,18,7,12,13-07-2006,,,,,,,,,,,,,,,,,,,,,,,,
Emp-388,40,No,Travel Rarely,Sales,2,Post Graduate,Female,3,High,2,Junior Level,Sales Executive,2,Moderate," ₹ 57,150 ",No,3,Meets Expectation,5,Advanced Training,3,Good,5,4,1,24-11-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-389,42,No,Travel Rarely,Research & Development,1,Post Graduate,Female,3,High,1,Entry Level,Laboratory Technician,1,Low," ₹ 25,760 ",No,3,Meets Expectation,5,Advanced Training,3,Good,5,2,1,13-06-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-390,37,No,Travel Rarely,Research & Development,10,Post Graduate,Male,3,High,2,Junior Level,Manufacturing Director,2,Moderate," ₹ 41,970 ",Yes,4,Exceeds Expectation,2,Regular Training,2,Poor,1,0,0,17-01-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-391,43,No,Travel Rarely,Research & Development,12,Post Graduate,Male,2,Moderate,4,Senior Level,Research Director,2,Moderate," ₹ 1,43,360 ",No,2,Needs Improvement,3,Regular Training,3,Good,25,10,3,20-10-1999,,,,,,,,,,,,,,,,,,,,,,,,
Emp-392,40,No,Travel Rarely,Research & Development,2,Post Graduate,Female,2,Moderate,2,Junior Level,Laboratory Technician,3,High," ₹ 34,480 ",No,2,Needs Improvement,3,Regular Training,3,Good,1,0,0,21-04-2023,,,,,,,,,,,,,,,,,,,,,,,,
Emp-393,54,No,Travel Rarely,Research & Development,5,Post Graduate,Male,3,High,5,Leadership,Research Director,1,Low," ₹ 1,94,060 ",No,3,Meets Expectation,4,Advanced Training,2,Poor,4,2,1,06-11-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-394,34,No,Non Travel,Sales,4,Post Graduate,Female,3,High,2,Junior Level,Sales Executive,3,High," ₹ 65,380 ",No,3,Meets Expectation,3,Regular Training,3,Good,3,2,1,05-11-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-395,31,No,Travel Rarely,Research & Development,7,Post Graduate,Female,3,High,2,Junior Level,Manufacturing Director,1,Low," ₹ 43,060 ",No,4,Exceeds Expectation,5,Advanced Training,1,Very Poor,13,10,3,13-09-2011,,,,,,,,,,,,,,,,,,,,,,,,
Emp-396,43,No,Travel Frequently,Research & Development,21,Post Graduate,Male,3,High,1,Entry Level,Laboratory Technician,4,Very High," ₹ 22,580 ",No,3,Meets Expectation,1,Basic Training,3,Good,3,2,1,10-03-2021,,,,,,,,,,,,,,,,,,,,,,,,
Emp-397,43,No,Travel Rarely,Research & Development,8,Phd holder,Female,3,High,2,Junior Level,Healthcare Representative,3,High," ₹ 45,220 ",Yes,3,Meets Expectation,3,Regular Training,3,Good,5,2,0,23-12-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-398,25,No,Travel Rarely,Sales,4,Post Graduate,Female,2,Moderate,2,Junior Level,Sales Executive,4,Very High," ₹ 44,870 ",Yes,3,Meets Expectation,3,Regular Training,3,Good,5,4,1,02-08-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-399,37,No,Non Travel,Research & Development,25,Post Graduate,Female,3,High,2,Junior Level,Research Scientist,3,High," ₹ 44,490 ",Yes,3,Meets Expectation,2,Regular Training,3,Good,13,11,10,12-02-2011,,,,,,,,,,,,,,,,,,,,,,,,
Emp-400,31,No,Travel Rarely,Research & Development,1,Phd holder,Male,2,Moderate,1,Entry Level,Laboratory Technician,1,Low," ₹ 22,180 ",No,3,Meets Expectation,3,Regular Training,3,Good,4,2,3,17-01-2020,,,,,,,,,,,,,,,,,,,,,,,,
Emp-401,39,No,Travel Frequently,Research & Development,1,Post Graduate,Male,3,High,5,Leadership,Manager,3,High," ₹ 1,91,970 ",Yes,3,Meets Expectation,3,Regular Training,3,Good,21,8,1,25-03-2003,,,,,,,,,,,,,,,,,,,,,,,,
Emp-402,56,No,Travel Frequently,Sales,6,Post Graduate,Female,4,Very High,4,Senior Level,Sales Executive,1,Low," ₹ 1,32,120 ",No,2,Needs Improvement,0,Basic Training,2,Poor,7,7,7,08-12-2017,,,,,,,,,,,,,,,,,,,,,,,,
Emp-403,30,No,Travel Rarely,Sales,12,Post Graduate,Female,3,High,2,Junior Level,Sales Executive,3,High," ₹ 65,770 ",No,3,Meets Expectation,6,Advanced Training,3,Good,5,4,4,18-02-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-404,41,No,Travel Rarely,Sales,1,Phd holder,Male,4,Very High,3,Mid Level,Sales Executive,1,Low," ₹ 83,920 ",No,5,Pure Talent,2,Regular Training,3,Good,10,7,0,17-01-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-405,28,No,Travel Rarely,Research & Development,17,Post Graduate,Male,3,High,2,Junior Level,Laboratory Technician,1,Low," ₹ 45,580 ",No,4,Exceeds Expectation,2,Regular Training,3,Good,10,0,1,01-10-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-406,25,Yes,Travel Rarely,Research & Development,3,Post Graduate,Male,3,High,1,Entry Level,Laboratory Technician,1,Low," ₹ 40,310 ",No,3,Meets Expectation,5,Advanced Training,3,Good,2,2,0,19-06-2022,16-01-2023,,,,,,,,,,,,,,,,,,,,,,,
Emp-407,52,No,Travel Rarely,Research & Development,3,Post Graduate,Male,2,Moderate,3,Mid Level,Manufacturing Director,3,High," ₹ 79,690 ",Yes,2,Needs Improvement,4,Advanced Training,3,Good,5,4,0,22-03-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-408,45,No,Travel Rarely,Research & Development,10,Post Graduate,Male,3,High,1,Entry Level,Research Scientist,4,Very High," ₹ 26,540 ",No,3,Meets Expectation,3,Regular Training,2,Poor,2,2,0,06-12-2022,,,,,,,,,,,,,,,,,,,,,,,,
Emp-409,52,No,Travel Rarely,Research & Development,4,Post Graduate,Female,3,High,4,Senior Level,Manager,4,Very High," ₹ 1,65,550 ",No,3,Meets Expectation,2,Regular Training,1,Very Poor,5,2,1,19-10-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-410,42,No,Travel Frequently,Research & Development,29,Post Graduate,Female,3,High,2,Junior Level,Research Scientist,3,High," ₹ 45,560 ",No,3,Meets Expectation,3,Regular Training,3,Good,5,4,0,17-07-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-411,30,No,Travel Rarely,Research & Development,2,Phd holder,Female,1,Low,2,Junior Level,Manufacturing Director,4,Very High," ₹ 60,910 ",No,1,Unacceptable/PIP,2,Regular Training,3,Good,5,4,0,09-02-2019,,,,,,,,,,,,,,,,,,,,,,,,
Emp-412,60,No,Travel Rarely,Research & Development,7,Phd holder,Female,3,High,5,Leadership,Manager,1,Low," ₹ 1,95,660 ",No,2,Needs Improvement,5,Advanced Training,1,Very Poor,29,8,11,04-04-1995,,,,,,,,,,,,,,,,,,,,,,,,
Emp-413,46,No,Travel Rarely,Research & Development,18,Post Graduate,Female,3,High,2,Junior Level,Manufacturing Director,3,High," ₹ 48,100 ",No,3,Meets Expectation,5,Advanced Training,2,Poor,10,7,0,09-09-2014,,,,,,,,,,,,,,,,,,,,,,,,
Emp-414,42,No,Travel Frequently,Research & Development,28,Post Graduate,Female,2,Moderate,2,Junior Level,Healthcare Representative,4,Very High," ₹ 45,230 ",No,3,Meets Expectation,4,Advanced Training,4,Better,6,5,0,05-06-2018,,,,,,,,,,,,,,,,,,,,,,,,
